sku,brand,title,product_type,product_type_id,category_id,category_l1,category_l2,category_l3
LAG-4.1879,Victorinox,Victorinox Neck Strap With Sap-Hook,Sheath & Pouch,sheath-and-pouch,fashion-and-accessories/knives-and-multi-tools/sheaths-pouches-and-chains,Fashion & Accessories,Knives & Multi-Tools,"Sheaths, Pouches & Chains"
LAG-0.1897.J22,Victorinox,Victorinox 1897 Replica Limited Edition Army Knife,Pocket Knife,pocket-knife,fashion-and-accessories/knives-and-multi-tools/swiss-army-and-pocket-knives,Fashion & Accessories,Knives & Multi-Tools,Swiss Army & Pocket Knives
LAG-0.2303,Victorinox,Victorinox Swiss Army Knife Bantam - 84mm,Pocket Knife,pocket-knife,fashion-and-accessories/knives-and-multi-tools/swiss-army-and-pocket-knives,Fashion & Accessories,Knives & Multi-Tools,Swiss Army & Pocket Knives
LAG-0.8271.26,Victorinox,"Victorinox Farmer X Alox, 93mm, silver Pocket Knife",Pocket Knife,pocket-knife,fashion-and-accessories/knives-and-multi-tools/swiss-army-and-pocket-knives,Fashion & Accessories,Knives & Multi-Tools,Swiss Army & Pocket Knives
LAG-0.8461.MWC941,Victorinox,"Victorinox Swiss Army Knife, 111mm, Trailmaster Desert Camouflage",Pocket Knife,pocket-knife,fashion-and-accessories/knives-and-multi-tools/swiss-army-and-pocket-knives,Fashion & Accessories,Knives & Multi-Tools,Swiss Army & Pocket Knives
LAG-0.8503.2MW,Victorinox,Victorinox Swiss Army Knife 111mm Skipper Pro,Pocket Knife,pocket-knife,fashion-and-accessories/knives-and-multi-tools/swiss-army-and-pocket-knives,Fashion & Accessories,Knives & Multi-Tools,Swiss Army & Pocket Knives
LAG-0.9415.L24,Victorinox,"Victorinox Swiss Army Knife Alox Limited Edition 2024, Terra Brown",Pocket Knife,pocket-knife,fashion-and-accessories/knives-and-multi-tools/swiss-army-and-pocket-knives,Fashion & Accessories,Knives & Multi-Tools,Swiss Army & Pocket Knives
LAG-1.4713,Victorinox,Victorinox Swiss Army Knife - 91mm - Fieldmaster,Pocket Knife,pocket-knife,fashion-and-accessories/knives-and-multi-tools/swiss-army-and-pocket-knives,Fashion & Accessories,Knives & Multi-Tools,Swiss Army & Pocket Knives
LAG-LC100CLBR,Colibri,Colibri Leather Case for Lighter Or Cutter (Brown-Large),Smoking Case,smoking-case,fashion-and-accessories/smoking-accessories/cases-and-holsters,Fashion & Accessories,Smoking Accessories,Cases & Holsters
LAG-LC100CLRD,Colibri,"Colibri LC100CLRD Leather Holster Large Wallet, Red",Smoking Case,smoking-case,fashion-and-accessories/smoking-accessories/cases-and-holsters,Fashion & Accessories,Smoking Accessories,Cases & Holsters
IT65509,EQUATOR,EQUATOR CH 32 Humidifier & Cigar Preserver,Humidor,humidor,fashion-and-accessories/smoking-accessories/cigar-cutters-and-humidors,Fashion & Accessories,Smoking Accessories,Cigar Cutters & Humidors
LAG-CU300T23,Colibri,Colibri Cutter V-Cut Blue Carbon Fiber Print,Cigar Cutter & Humidor,cigar-cutter-and-humidor,fashion-and-accessories/smoking-accessories/cigar-cutters-and-humidors,Fashion & Accessories,Smoking Accessories,Cigar Cutters & Humidors
LAG-HU500T1,Colibri,Colibri HU500T1 Humidor Heritage - Black,Cigar Cutter & Humidor,cigar-cutter-and-humidor,fashion-and-accessories/smoking-accessories/cigar-cutters-and-humidors,Fashion & Accessories,Smoking Accessories,Cigar Cutters & Humidors
LAG-LI221C2,Colibri,Colibri Lighter Julius Black + Chrome,Lighter,lighter,fashion-and-accessories/smoking-accessories/lighters,Fashion & Accessories,Smoking Accessories,Lighters
LAG-P3631.03,Porsche Design,"Porsche Design Lighter P3631 Double jet with Cutter, Silver",Lighter,lighter,fashion-and-accessories/smoking-accessories/lighters,Fashion & Accessories,Smoking Accessories,Lighters
POT-CK1133S-266-59-12,Calvin Klein,"Calvin Klein CK1133S Aviators Sunglasses,Dark Red Translucent",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/aviator-and-pilot-sunglasses,Fashion & Accessories,Sunglasses,Aviator & Pilot Sunglasses
POT-CK2133S-096-62-11,Calvin Klein,"Calvin Klein  CK2133S  Rimless Square Shield / Navigator Sunglasses,Silver Metal",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/aviator-and-pilot-sunglasses,Fashion & Accessories,Sunglasses,Aviator & Pilot Sunglasses
POT-CK3062S-004-63-11,Calvin Klein,"Calvin Klein CK3062S Aviator Sunglasses,Tortoiseshell",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/aviator-and-pilot-sunglasses,Fashion & Accessories,Sunglasses,Aviator & Pilot Sunglasses
POT-EP105S-62-12-130,Emillio Pucci,"Emilio Pucci EP105S Pilot Sunglasses,Turquoise",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/aviator-and-pilot-sunglasses,Fashion & Accessories,Sunglasses,Aviator & Pilot Sunglasses
POT-L644S-214,Lacoste,"Lacoste L644S Vintage Pilot, Brown Tortoiseshell",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/aviator-and-pilot-sunglasses,Fashion & Accessories,Sunglasses,Aviator & Pilot Sunglasses
POT-M2438S-033,Michael Kors,Michael Kors M2438S-033 Aviator Shape/Black-Cream,Sunglasses,sunglasses,fashion-and-accessories/sunglasses/aviator-and-pilot-sunglasses,Fashion & Accessories,Sunglasses,Aviator & Pilot Sunglasses
POT-M2808S-612,Karl Lagerfeld,"Michael Kors M2808S Pilot Sunglasses,Red",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/aviator-and-pilot-sunglasses,Fashion & Accessories,Sunglasses,Aviator & Pilot Sunglasses
POT-MKS638-001,Michael Kors,"Michael Kors MKS638 Pilot Sunglasses,Black",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/aviator-and-pilot-sunglasses,Fashion & Accessories,Sunglasses,Aviator & Pilot Sunglasses
POT-CK4075S-297-125,Calvin Klein,"Calvin Klein CK4075S Oversized / Round Oval Sunglasses,White-Black",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/oversized-and-geometric-sunglasses,Fashion & Accessories,Sunglasses,Oversized & Geometric Sunglasses
POT-CK978S-067,Calvin Klein,"Calvin Klein CK978S Square / Oversized Butterfly Sunglasses,Dark Brown Tortoiseshell",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/oversized-and-geometric-sunglasses,Fashion & Accessories,Sunglasses,Oversized & Geometric Sunglasses
POT-EP638S-58-18-109-135,Emillio Pucci,"Emilio Pucci EP638S Oval / Oversized Sunglasses,White",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/oversized-and-geometric-sunglasses,Fashion & Accessories,Sunglasses,Oversized & Geometric Sunglasses
POT-EP690S-58-16-004-135,Emillio Pucci,"Emilio Pucci EP690S Square / Oversized Sunglasses,Black",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/oversized-and-geometric-sunglasses,Fashion & Accessories,Sunglasses,Oversized & Geometric Sunglasses
POT-EP690S-58-16-216-135,Emillio Pucci,"Emilio Pucci EP690S Square / Oversized Sunglasses,Orange",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/oversized-and-geometric-sunglasses,Fashion & Accessories,Sunglasses,Oversized & Geometric Sunglasses
POT-FS464-61-17-007-135,Fendi,"Fendi FS464 Square / Oversized Shield Sunglasses,Black / Silver / Metallic Mosaic Print",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/oversized-and-geometric-sunglasses,Fashion & Accessories,Sunglasses,Oversized & Geometric Sunglasses
POT-FS464-61-17-272-135,Fendi,"Fendi FS464 Square / Oversized / Shield Sunglasses,Amber",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/oversized-and-geometric-sunglasses,Fashion & Accessories,Sunglasses,Oversized & Geometric Sunglasses
POT-FS472M-001-125,Fendi,"Fendi FS472M Oversized Oval Sunglasses, Black",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/oversized-and-geometric-sunglasses,Fashion & Accessories,Sunglasses,Oversized & Geometric Sunglasses
POT-FS5124-520-130,Fendi,"Fendi FS5124 Oversized Square / Hexagonal Sunglasses,Purple & Brown",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/oversized-and-geometric-sunglasses,Fashion & Accessories,Sunglasses,Oversized & Geometric Sunglasses
POT-FS5340-799-130,Fendi,"Fendi FS5340 Geometric, Yellow & Green",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/oversized-and-geometric-sunglasses,Fashion & Accessories,Sunglasses,Oversized & Geometric Sunglasses
POT-CK4076S-292,Calvin Klein,"Calvin Klein CK4076S Rectabgular Sunglasses,Blue",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/rectangle-and-square-sunglasses,Fashion & Accessories,Sunglasses,Rectangle & Square Sunglasses
POT-CK839S-119,Calvin Klein,"Calvin Klein CK839S Rectangle Sunglasses, Cream",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/rectangle-and-square-sunglasses,Fashion & Accessories,Sunglasses,Rectangle & Square Sunglasses
POT-CK977S-017,Calvin Klein,"Calvin Klein CK977S Rectangle Sunglasses,Dark Red",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/rectangle-and-square-sunglasses,Fashion & Accessories,Sunglasses,Rectangle & Square Sunglasses
POT-CK977S-067,Calvin Klein,"Calvin Klein CK977S Rectangle Sunglasses, Dark Tortoise Shell",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/rectangle-and-square-sunglasses,Fashion & Accessories,Sunglasses,Rectangle & Square Sunglasses
POT-CK981S-190,Calvin Klein,"Calvin Klein 981S Rectangle Sunglasses,TortoiseShell",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/rectangle-and-square-sunglasses,Fashion & Accessories,Sunglasses,Rectangle & Square Sunglasses
POT-EV0653-301-107,Nike,"Nike EV0653  Square Sunglasses ,Turquoise",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/rectangle-and-square-sunglasses,Fashion & Accessories,Sunglasses,Rectangle & Square Sunglasses
POT-EV0653-502-109,Nike,"Nike EV0653 Square Sunglasses,Royal Blue",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/rectangle-and-square-sunglasses,Fashion & Accessories,Sunglasses,Rectangle & Square Sunglasses
POT-FS471M-215-135,Fendi,"Fendi FS471M Rectangle Sunglasses,Dark Tortoise Shell",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/rectangle-and-square-sunglasses,Fashion & Accessories,Sunglasses,Rectangle & Square Sunglasses
POT-KL605S-016-125,Karl Lagerfeld,"Karl Lagerfeld KL605S Rectangle Sunglasses,Brown Tortoise",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/rectangle-and-square-sunglasses,Fashion & Accessories,Sunglasses,Rectangle & Square Sunglasses
POT-KL628S-017,Karl Lagerfeld,"Karl Lagerfeld KL628S Soft Square, Tortoise Shell",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/rectangle-and-square-sunglasses,Fashion & Accessories,Sunglasses,Rectangle & Square Sunglasses
POT-M2695S-017,Michael Kors,"Michael Kors M2695S Rectangle Sunglasses,Black",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/rectangle-and-square-sunglasses,Fashion & Accessories,Sunglasses,Rectangle & Square Sunglasses
POT-CK3059S-283,Calvin Klein,"Calvin Klein 3059S Slightly Rounded Sunglassses,Glossy Red",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/round-and-oval-sunglasses,Fashion & Accessories,Sunglasses,Round & Oval Sunglasses
POT-CK4076S-295,Calvin Klein,"Calvin Klein CK4076S Soft Oval Sunglasses,Marble Grey",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/round-and-oval-sunglasses,Fashion & Accessories,Sunglasses,Round & Oval Sunglasses
POT-CK983S-042,Calvin Klein,"Calvin Klein CK983S Rectangle / Oval Sunglasses,Beige",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/round-and-oval-sunglasses,Fashion & Accessories,Sunglasses,Round & Oval Sunglasses
POT-EP600S-757-58-16-130,Emillio Pucci,"Emilio Pucci EP600S  Rectangle/Soft Oval Sunglasses,Gold",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/round-and-oval-sunglasses,Fashion & Accessories,Sunglasses,Round & Oval Sunglasses
POT-EP605S-62-16-681-125,Emillio Pucci,"Emilio Pucci EP605S  Round Sunglasses, Pastel Peach",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/round-and-oval-sunglasses,Fashion & Accessories,Sunglasses,Round & Oval Sunglasses
POT-JS609S-001-125,Jil Sander,"Jil Sander JS609S Oval Sunglasses,Black",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/round-and-oval-sunglasses,Fashion & Accessories,Sunglasses,Round & Oval Sunglasses
POT-KL632S-004,Karl Lagerfeld,"Karl Lagerfeld KL632S Oval Sunglasses,Black",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/round-and-oval-sunglasses,Fashion & Accessories,Sunglasses,Round & Oval Sunglasses
POT-CK2079S-62-11,Calvin Klein,"Calvin Klein CK2079S   Shield Sunglasses, Black",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
POT-CK3052S-271-61-14,Calvin Klein,"Calvin Klein CK3052S Wrap-Around Sunglasses, Light Champagne",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
POT-CK3062S-000-63-11,Calvin Klein,"Calvin Klein CK3062S Shield  Sunglasses, Crystal-Clear Translucent",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
POT-CK7706S-055,Calvin Klein,"Calvin Klein CK7706S Wrap Sunglasses, Green / Grey Tortoise",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
POT-CK920S-599,Calvin Klein,"Calvin Klein CK920S Shield / Wrap Sunglasses,Black",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
POT-CK926S-598,Calvin Klein,"Calvin Klein CK926S Shield Sunglasses,Brown Smoke Tortoiseshell",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
POT-EP500SR-70-20-425-125,Emillio Pucci,"Emilio Pucci EP500SR Shield Sunglasses,Petrol Blue",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
POT-FS299-035-59-18-130,Fendi,"Fendi FS299 Wrap / Shield / Oval Sunglasses,Grey",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
POT-FS446-216-57-17-130,Fendi,"Fendi FS446 Square Wrap Sunglasses,Tortoiseshell Brown",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
POT-FS465-62-13-210,Fendi,"Fendi FS465 Shield/Wrap-Around Sunglasses, Tortoiseshell",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
POT-FS5008-56-16-280-130,Fendi,"Fendi FS5008  Square Wrap Sunglasses,White",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
POT-KL108S-509-76-20-125,Karl Lagerfeld,"Karl Lagerfeld KL108S Shield Sunglasses,Dark Purple / Pink Accents",Sunglasses,sunglasses,fashion-and-accessories/sunglasses/shield-and-wrap-sunglasses,Fashion & Accessories,Sunglasses,Shield & Wrap Sunglasses
LAG-4090002188,Porsche Design,Porsche Design Card Holder H8,Card Holder,card-holder,fashion-and-accessories/wallets-and-small-leather-goods/card-holders,Fashion & Accessories,Wallets & Small Leather Goods,Card Holders
LAG-30164101,Victorinox,Victorinox Altius 3.0 Grenoble Leather Vertical Bi-Fold Wallet,Wallet,wallet,fashion-and-accessories/wallets-and-small-leather-goods/wallets,Fashion & Accessories,Wallets & Small Leather Goods,Wallets
LAG-605337,Victorinox,Victorinox Altius Edge Wallet Gardano Dark Earth,Wallet,wallet,fashion-and-accessories/wallets-and-small-leather-goods/wallets,Fashion & Accessories,Wallets & Small Leather Goods,Wallets
LAG-OBE09902.001,Porsche Design,"Porsche Design Classic Wallet 4 Wide, Black",Wallet,wallet,fashion-and-accessories/wallets-and-small-leather-goods/wallets,Fashion & Accessories,Wallets & Small Leather Goods,Wallets
LAG-OBE09903.001,Porsche Design,Porsche OBE09903.001 Desing Classic Wallet 4,Wallet,wallet,fashion-and-accessories/wallets-and-small-leather-goods/wallets,Fashion & Accessories,Wallets & Small Leather Goods,Wallets
LAG-241682.1,Victorinox,Victorinox - Watch - 241682.1,Wristwatch,wristwatch,fashion-and-accessories/watches/wristwatches,Fashion & Accessories,Watches,Wristwatches
LAG-241758,Victorinox,"Victorinox I.N.O.X Titanium Grey Dial Watch, Orange Rubber Strap",Wristwatch,wristwatch,fashion-and-accessories/watches/wristwatches,Fashion & Accessories,Watches,Wristwatches
MPM-2FCSP064,,Swatch Kids Watch,Wristwatch,wristwatch,fashion-and-accessories/watches/wristwatches,Fashion & Accessories,Watches,Wristwatches
CED-MD-AG2ECO-12NXD0-I,Midea,Midea Xtreme Save Indoor Unit 12000 BTU A/C Inverter R32,Air Conditioner,air-conditioner,home-appliances/climate-and-air-treatment/air-conditioners,Home Appliances,Climate & Air Treatment,Air Conditioners
CED-MD-AG2ECO-12NXD0-O,Midea,Midea Xtreme Save Outdoor Unit 12000 BTU A/C Inverter R32,Air Conditioner,air-conditioner,home-appliances/climate-and-air-treatment/air-conditioners,Home Appliances,Climate & Air Treatment,Air Conditioners
CED-MD-AG2ECO-18NXD0-I,Midea,Midea Xtreme Save Indoor Unit 18000 BTU A/C Inverter R32,Air Conditioner,air-conditioner,home-appliances/climate-and-air-treatment/air-conditioners,Home Appliances,Climate & Air Treatment,Air Conditioners
CED-MD-AG2ECO-18NXD0-O,Midea,Midea Xtreme Save Outdoor Unit 18000 BTU A/C Inverter R32,Air Conditioner,air-conditioner,home-appliances/climate-and-air-treatment/air-conditioners,Home Appliances,Climate & Air Treatment,Air Conditioners
CED-MD-IN-EF-18RD1,Midea,Midea Air Condition Solunar Series EF-18RD1 18000BTU - INDOOR UNIT,Air Conditioner,air-conditioner,home-appliances/climate-and-air-treatment/air-conditioners,Home Appliances,Climate & Air Treatment,Air Conditioners
